0;-12
14;-12
29;-13
45;-12
46;-13
61;-12
78;-13
78;-11
93;-11
109;-11
109;-11
125;-11
141;-10
157;-12
157;-11
173;-12
189;-12
189;-12
205;-13
222;-13
222;-14
237;-13
253;-13
269;-12
269;-11
285;-11
301;-10
301;-10
317;-10
333;-11
349;-10
349;-11
365;-11
381;-11
381;-12
397;-12
413;-13
413;-12
429;-12
445;-11
461;-11
461;-10
477;-9
493;-9
493;-8
509;-10
525;-9
541;-10
541;-10
557;-10
573;-10
574;-10
589;-11
604;-10
605;-11
620;-10
636;-9
653;-9
653;-8
669;-8
685;-7
685;-8
701;-8
717;-9
733;-9
733;-9
749;-9
765;-9
765;-9
781;-8
797;-9
797;-8
813;-7
829;-7
845;-6
845;-7
861;-6
877;-6
877;-6
893;-6
909;-6
925;-6
925;-7
941;-6
957;-7
957;-6
973;-6
988;-5
988;-4
1004;-5
1020;-3
1036;-4
1036;-3
1052;-3
1068;-3
1068;-3
1084;-4
1100;-3
1116;-4
1116;-4
1132;-5
1148;-4
1149;-4
1164;-3
1181;-2
1181;-3
1197;-2
1213;-2
1228;0
1228;-1
1244;-1
1260;-1
1260;-1
1277;-1
1293;-2
1293;-1
1309;-2
1325;-1
1341;-1
1341;-1
1357;0
1373;0
1373;1
1389;0
1405;1
1421;0
1421;0
1436;1
1452;1
1452;1
1468;0
1484;1
1484;0
1500;1
1516;1
1532;1
1532;2
1548;2
1564;3
1564;3
1580;4
1596;3
1613;4
1613;4
1629;3
1645;4
1645;3
1660;4
1676;3
1677;3
1692;3
1708;4
1724;4
1724;4
1740;5
1757;4
1757;5
1773;5
1789;5
1805;5
1805;5
1820;5
1836;4
1836;5
1852;4
1868;4
1868;4
1884;4
1900;5
1916;5
1917;6
1932;6
1948;7
1948;6
1964;7
1980;7
1996;6
1996;6
2013;5
2028;6
2028;5
2044;6
2060;6
2076;6
2076;7
2092;7
2107;8
2108;7
2124;8
2140;8
2140;8
2156;8
2171;8
2171;8
2188;7
2204;8
2220;7
2220;7
2235;8
2252;7
2252;8
2268;8
2283;9
2300;8
2300;9
2316;9
2332;8
2332;9
2347;8
2364;9
2364;8
2380;8
2396;8
2411;8
2411;7
2428;7
2444;8
2444;8
2459;9
2475;8
2492;9
2492;9
2508;9
2524;10
2524;9
2539;9
2556;9
2556;9
2572;8
2588;8
2604;9
2604;8
2619;9
2636;8
2636;10
2652;10
2667;10
2683;10
2684;9
2699;10
2716;10
2716;10
2731;10
2748;10
2763;10
2763;9
2779;10
2796;9
2796;10
2811;9
2828;10
2828;10
2844;11
2859;11
2875;10
2876;11
2892;10
2908;10
2908;10
2924;10
2940;9
2955;9
2955;9
2971;9
2987;9
2987;9
3003;10
3019;10
3019;10
3035;10
3052;10
3067;11
3067;10
3084;11
3099;10
3099;10
3115;10
3132;9
3148;10
3148;9
3163;10
3179;10
3179;11
3196;10
3211;11
3211;11
3227;10
3243;11
3243;10
3258;11
3275;10
3291;10
3291;11
3307;10
3323;10
3323;9
3339;11
3355;11
3371;11
3371;11
3387;11
3403;12
3404;11
3418;12
3435;11
3435;11
3450;11
3467;10
3483;11
3484;10
3499;11
3516;10
3516;11
3531;10
3547;11
3562;11
3562;11
3579;11
3594;11
3595;12
3610;11
3626;12
3642;11
3642;11
3658;11
3675;10
3675;11
3690;10
3706;11
3706;11
3723;12
3738;12
3754;12
3755;13
3771;12
3787;13
3787;12
3802;12
3818;12
3835;11
3835;11
3851;10
3867;11
3867;10
3883;11
3899;11
3899;12
3915;12
3931;12
3947;13
3947;12
3963;13
3979;12
3979;12
3994;12
4010;11
4026;12
4027;11
4042;11
4058;10
4059;11
4074;10
4091;11
4091;12
4106;12
4123;13
4139;11
4139;12
4155;11
4171;11
4171;11
4186;10
4202;10
4218;9
4218;10
4234;9
4250;9
4250;9
4267;9
4282;10
4282;10
4299;10
4314;10
4330;11
4331;10
4346;10
4362;10
4363;9
4377;9
4394;8
4394;9
4410;8
4426;8
4443;8
4443;8
4459;8
4475;8
4475;9
4491;8
4506;9
4522;8
4522;8
4538;8
4554;8
4555;8
4570;7
4586;7
4586;6
4602;7
4618;6
4634;6
4634;7
4650;7
4666;8
4666;8
4682;9
4697;8
4714;8
4714;7
4729;6
4745;7
4745;5
4762;6
4778;5
4778;6
4794;6
4809;6
4826;7
4826;6
4842;7
4858;7
4858;8
4874;7
4889;7
4906;7
4906;7
4921;7
4937;5
4938;6
4954;5
4970;5
4986;5
4986;5
5002;6
5018;5
5018;6
5034;5
5050;6
5050;6
5065;5
5081;5
5097;4
5098;4
5113;3
5130;3
5130;3
5145;3
5161;3
5177;2
5177;3
5193;2
5210;3
5210;3
5226;3
5242;2
5242;2
5257;2
5273;1
5273;2
5289;0
5305;1
5322;0
5322;0
5337;0
5354;0
5354;0
5370;0
5385;0
5401;0
5401;0
5417;0
5434;0
5434;0
5448;0
5466;0
5466;-1
5481;-1
5497;-2
5513;-2
5513;-2
5529;-3
5545;-2
5545;-3
5561;-1
5577;-2
5593;-1
5593;-1
5609;-2
5625;-2
5626;-3
5641;-3
5657;-4
5657;-4
5673;-4
5689;-5
5706;-5
5706;-5
5722;-5
5737;-5
5737;-4
5752;-4
5769;-4
5785;-4
5785;-4
5801;-4
5817;-5
5817;-5
5832;-6
5848;-6
5865;-7
5865;-7
5881;-7
5897;-8
5897;-6
5913;-7
5929;-6
5929;-6
5944;-6
5961;-5
5976;-6
5977;-6
5993;-7
6009;-7
6009;-8
6025;-8
6041;-9
6057;-9
6057;-9
6073;-9
6089;-8
6089;-9
6105;-8
6121;-8
6121;-8
6137;-8
6153;-8
6168;-8
6168;-9
6185;-9
6201;-10
6201;-10
6217;-10
6233;-11
6249;-10
6249;-11
6265;-10
6280;-10
6280;-9
6296;-9
6312;-9
6312;-9
6328;-10
6344;-9
6344;-11
6360;-10
6377;-11
6392;-11
6393;-11
6408;-11
6424;-11
6424;-12
6440;-11
6456;-11
6472;-10
6472;-10
6488;-10
6505;-10
6505;-11
6521;-10
6536;-11
6536;-11
6553;-12
6569;-12
6584;-12
6585;-12
6600;-12
6616;-12
6617;-11
6632;-12
6648;-10
6664;-11
6664;-11
6680;-10
6696;-11
6696;-11
6712;-12
6729;-12
6745;-12
6745;-12
6760;-13
6777;-13
6777;-12
6792;-13
6809;-12
6809;-12
6825;-12
6841;-11
6856;-11
6856;-11
6873;-12
6888;-12
6888;-13
6905;-13
6920;-13
6936;-13
6936;-13
6952;-14
6968;-13
6968;-14
6984;-13
6999;-13
7000;-12
7016;-12
7032;-12
7047;-12
7048;-13
7063;-12
7080;-14
7080;-14
7096;-14
7112;-15
